127.0.0.1 - - [28/Jul/2023:10:05:48 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:11 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=72&eng=22&math=58&std=b&kor=76&eng=94&math=46&std=c&kor=54&eng=94&math=79&std=d&kor=73&eng=46&math=67&std=e&kor=95&eng=77&math=54 HTTP/1.1" 200 1629
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:11 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=72&eng=22&math=58&std=b&kor=76&eng=94&math=46&std=c&kor=54&eng=94&math=79&std=d&kor=73&eng=46&math=67&std=e&kor=95&eng=77&math=54 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=72&eng=22&math=58&std=b&kor=76&eng=94&math=46&std=c&kor=54&eng=94&math=79&std=d&kor=73&eng=46&math=67&std=e&kor=95&eng=77&math=54 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=72&eng=22&math=58&std=b&kor=76&eng=94&math=46&std=c&kor=54&eng=94&math=79&std=d&kor=73&eng=46&math=67&std=e&kor=95&eng=77&math=54 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=72&eng=22&math=58&std=b&kor=76&eng=94&math=46&std=c&kor=54&eng=94&math=79&std=d&kor=73&eng=46&math=67&std=e&kor=95&eng=77&math=54 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:41 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1747
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:41 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:08:44 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=20&eng=43&math=96&std=b&kor=23&eng=92&math=94&std=c&kor=24&eng=31&math=8&std=d&kor=40&eng=33&math=31&std=e&kor=89&eng=30&math=59 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:08 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1745
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:14 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=93&eng=87&math=10&std=b&kor=29&eng=24&math=2&std=c&kor=75&eng=38&math=11&std=d&kor=68&eng=26&math=21&std=e&kor=86&eng=3&math=18 HTTP/1.1" 500 3322
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:35 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=93&eng=87&math=10&std=b&kor=29&eng=24&math=2&std=c&kor=75&eng=38&math=11&std=d&kor=68&eng=26&math=21&std=e&kor=86&eng=3&math=18 HTTP/1.1" 200 1636
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:10:43 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2508
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:28 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2508
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:28 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2508
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:30 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=93&eng=87&math=10&std=b&kor=29&eng=24&math=2&std=c&kor=75&eng=38&math=11&std=d&kor=68&eng=26&math=21&std=e&kor=86&eng=3&math=18 HTTP/1.1" 500 2999
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:30 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:31 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=93&eng=87&math=10&std=b&kor=29&eng=24&math=2&std=c&kor=75&eng=38&math=11&std=d&kor=68&eng=26&math=21&std=e&kor=86&eng=3&math=18 HTTP/1.1" 500 2999
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:31 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:32 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:32 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:32 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:32 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:13:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=ab&kor=48&eng=41&math=46&std=bc&kor=32&eng=65&math=70&std=de&kor=36&eng=82&math=90&std=fg&kor=40&eng=36&math=25&std=gg&kor=70&eng=29&math=40 HTTP/1.1" 500 2999
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:14:10 +0900] "GET /JspProj/calc/studentProcess.jsp?std=ab&kor=48&eng=41&math=46&std=bc&kor=32&eng=65&math=70&std=de&kor=36&eng=82&math=90&std=fg&kor=40&eng=36&math=25&std=gg&kor=70&eng=29&math=40 HTTP/1.1" 200 1380
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:14:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:14:18 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:14:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Jul/2023:10:15:04 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=58&eng=87&math=94&std=b&kor=26&eng=78&math=51&std=c&kor=35&eng=15&math=36&std=d&kor=4&eng=72&math=14&std=e&kor=98&eng=32&math=4 HTTP/1.1" 200 1371
